Business name,Webiste,Address,Number,Email,Note,,Worker,,,,,,,,,,
Vanguard Tattoo,https://vanguardtattoo.com.au/,"4D, 9 Gateway Drive, Biggera Waters, QLD, 4216",61 483 805 574,vanguardtattoo@outlook.com,,,Ammar,,,,,,,,,,
Tattoo Studio 57,,"Southport QLD, Australia",61 457 130 285,,,,,,,,,,,,,,
Phresh Ink,https://phreshink.com/,"6/2893 Gold Coast Highway, Surfers Paradise 4217 QLD",61 404 369 251,hello@phreshink.com,,,Ammar,,,,,,,,,,
Lucky Cat Lane Tattoo Studio Surfers Paradise,https://luckycatlane.com/,Shop G54 Chevron Renaissance 3240 Surfers Paradise Blvd QLD 4217,,luckycatlane@gmail.com,,,Ammar,,,,,,,,,,
GARAGE INK,https://garageink.com.au/,Garage Ink Tattoo Studio 427 Golden Four Drive Tugun Qld. 4224,61 7 5525 2812,info@garageink.com,,,Ammar,,,,,,,,,,
Your Neighbourhood Studio,http://www.yourneighbourhoodstudio.com/,"2/2558 Gold Coast Highway Mermaid Beach Gold Coast, QLD, Australia 4218",,info.theneighbourhoodstudio@gmail.com,,,Ammar,,,,,,,,,,
CIITA Training Academy,https://www.facebook.com/CIITATattooAcademy/,"Australia Fair Shopping Centre 1013, 42 Marine Parade, Southport QLD 4215, Australia",,info@ciita.com.au,,,Ammar,,,,,,,,,,
Happy Sailor Tattoo Gold Coast,https://happysailortattoo.wixsite.com/tattooandphotography,"115/157 Queen St, Southport QLD 4215, Australia",,thehappysailortattoo@gmail.com,,,Ammar,,,,,,,,,,
The Right Hand Tattoo Company - Tattoos Gold Coast,http://www.therighthandtattoo.com.au/,"9/30-32 Currumbin creek road , Currumbin Valley, QLD, Australia, Queensland",61 7 5648 0626,hello@therighthandtattoo.com.au,,,Ammar,,,,,,,,,,
383 Tattoo,https://www.facebook.com/383-Tattoo-GC-298259166856650/,"7/2723 Gold Coast Highway, Broadbeach, QLD, Australia, Queensland",61 7 5570 3308,383tattoo@gmail.com,,,Ammar,,,,,,,,,,
Squires Ink,http://squiresink.com/,"Shop 7 / 26 Orchid Ave Surfers Paradise, QLD, Australia 4217",61 415 747 474,squiresink@gmail.com,,,Ammar,,,,,,,,,,
The Raspberry Room,https://www.raspberryroom.com.au/,"Mermaid Beach QLD, Australia",61 449 737 777,raspberryroomstudio@gmail.com,,,Ammar,,,,,,,,,,
Meraki Tattoo Parlour,,"Mermaid Beach QLD, Australia",,,,,,,,,,,,,,,
Needle and Sage Tattoo Studio,,"Southport QLD, Australia",,,,,,,,,,,,,,,
Tat2it Tattoo Studio PTY LTD,http://tat2it.com.au/,"Shop106/137 Laver Drive, Robina QLD 4226",61 425 812 456,tat2it@hotmail.com,,,Ammar,,,,,,,,,,
Westside Tattoo Mermaid Beach,http://westsidetattoomermaidbeach.com/,"2478 Gold Coast Hwy Mermaid Beach, QLD, Australia 4218",61 7 5679 5898,westsidetattoomermaidbeach@gmail.com,,,Ammar,,,,,,,,,,
Gold Coast Tattoos,http://www.goldcoasttattoos.com.au/,"Southport QLD, Australia",61 7 5531 2728,,,,,,,,,,,,,,
Concealed Empire Tattoo Lounge,https://www.concealedempire.com/,"Upper Coomera QLD, Australia",61 431 106 965,info@concealedempire.com,,,Ammar,,,,,,,,,,
OLSEN TATTOO,http://www.olsentattoo.com.au/,"Shop 4 - 37a Tallebudgera Creek Road Burleigh, QLD, Australia 4220",61 401 482 457,kris2fa@hotmail.com,,,Ammar,,,,,,,,,,
Mantaro Tattoo Studio,https://mantarotattoo.studio/,"14A GRIFFITH STREET COOLANGATTA, QUEENSLAND",61 481 418 713,bookings@mantarotattoo.studio,,,Ammar,,,,,,,,,,
Good Vibrationz Tatatau,https://www.facebook.com/goodvibrationztatatau/,"6/14 studio drive , Oxenford Gold Coast, QLD, Australia 4210",,goodvibrationztatatau@gmail.com,,,Ammar,,,,,,,,,,
Capu Tattoo,http://www.caputattoo.com/,"11a 1134-1136 Gold Coast Highway, Palm Beach Gold Coast, QLD, Australia 4226",,capu.tattoo.21@gmail.com,,,Ammar,,,,,,,,,,
Frontline,https://frontlinetattoo.com.au/,"12/3142 Surfers Paradise Blvd Surfers Paradise, QLD, Australia 4217",61 7 5538 9898,studio@frontlinetattoo.com.au,,,Ammar,,,,,,,,,,
Tommy Baker Tattoo,https://www.tommybakertattoo.com/,"Mermaid Beach QLD, Australia",61 7 5679 5898,,email N/F,,,,,,,,,,,,
nineteen77 tattoo,https://nineteen77tattoo.myshopify.com/?fbclid=IwY2xjawHJSjJleHRuA2FlbQIxMAABHSxUR0ucgJekk8sdBztcJRhZvOU774RaAEeX4kff0DXIGKsluvmOs3RtGQ_aem_mhdvwCzj53AGsn0Zh8WgEQ,"32 Davenport street Gold Coast, QLD, Australia 4215",61 7 5663 7788,Nineteen77tattoo@gmail.com,,,Ammar,,,,,,,,,,
Needles,https://www.facebook.com/Paultattoo10/,"Shop 6/45 Station Street Nerang, QLD, Australia 4211",61 7 5596 5578,needles107@gmail.com,,,Ammar,,,,,,,,,,
Dan Johnston Tattoo - Gold Coast Tattoo,https://danjohnston.tattoo/,"Shop 9/32 Currumbin Creek Rd, Currumbin Waters QLD 4223, Australia",61 7 5648 0626,dan@therighthandtattoo.com.au,,,Ammar,,,,,,,,,,
Eli - Fine Line Tattoo Artist,https://elinkognito.com.au/,"499 Honour Avenue Brisbane, QLD, Australia 4075",61 415 405 675,elinkognitotattoo@gmail.com,,,Ammar,,,,,,,,,,
Evergreen Tattoo Studio,https://www.instagram.com/evergreen.tattoo.studio?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,"Appointment Only, 1/14 Avalon Parade, Miami QLD 4220, Australia",,evergreen.tattoo.studio@gmail.com,,,Ammar,,,,,,,,,,
Honey Cosmetic Tattoo,http://honeycosmetictattoo.com.au/,"14/9 Nesbit Street, Southport, QLD, 4215",,honeyctd@outlook.com,,,Ammar,,,,,,,,,,
Sami Locke Tattoo,http://samilocketattoo.com/,"Mermaid Beach QLD, Australia",61 7 5679 5898,,Website N/A,,,,,,,,,,,,
Lefty's Tattoo (Tattoo Studio Palm Beach),https://leftystattoo.bigcartel.com/,"2/1132 gold coast hwy, Palm Beach, Gold Coast, Queensland 4221",61 7 5524 7075,seanbaxtertattoo@gmail.com,,,Ammar,,,,,,,,,,
Bekki.tattoo,https://www.bekkitattoo.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"Southport QLD, Australia",61 435 891 851,,Website N/A,,,,,,,,,,,,
The Modern Mark Tattoo Co,https://www.facebook.com/profile.php?id=100087852762085,"24/2 eighth avenue, Palm Beach Gold Coast, QLD, Australia 4221",61 7 5650 1040,Themodernmarkbookings@gmail.com,,,Ammar,,,,,,,,,,
Marco Ventura Tattoo,http://marcoventuratattoo.com.au/,"10/1934 Gold Coast Highway Gold Coast, QLD, Australia 4220",61 418 455 894,surfnink@gmail.com,,,Ammar,,,,,,,,,,
Tattoo Gold Coast,http://www.tattoogoldcoast.com.au/,"9/3-15 Orchid Ave Gold Coast, QLD, Australia 4217",61 7 5530 2879,bookings@tattoogoldcoast.com.au,,,Ammar,,,,,,,,,,
Tattoo Sacred Skull,https://www.facebook.com/SacredSkullTattoo/,"Shop 2/162 Turpin Rd Labrador Gold Coast, QLD, Australia 4215",,sacredskulltattoo83@gmail.com,,,Ammar,,,,,,,,,,
Arch Cosmetic Studio,https://archcosmeticstudio.com.au/,"1 Quest Tce, Coomera 4209, QLD, Australia",61 433 573 182,info@archcosmeticstudio.com.au,,,Ammar,,,,,,,,,,
Cartel Ink Tattoo,https://www.cartelinktattoos.com/,"166 Gainsborough Drive, Pimpama 4209",61 455 471 876,cartelaesthetic@gmail.com,,,Ammar,,,,,,,,,,
Loco Tattoo Chevron,,"Surfers Paradise QLD, Australia",61 7 5632 5948,,Duplicate,,,,,,,,,,,,
The Darkhorse Initiative,http://darkhorseinitiativetattoo.com.au/,"3/37 Musgrave Ave Gold Coast, QLD, Australia 4215",61 7 5511 9296,thedarkhorseinitiative@gmail.com,,,Ammar,,,,,,,,,,
Tattoos.by.kenzie,https://bookings.gettimely.com/tattoosbykenzie/book?uri=https://book.gettimely.com/Booking/Location/232298?mobile=True&params=%253fclient-login%253dtrue,,,,Website N/A,,,,,,,,,,,,
Caity S Tattoo,,,,,Website N/A,,,,,,,,,,,,
Surf n' Ink Tattoo (Surfers Paradise),http://surfninktattoo.com.au/,"1-29 Milaroo drive Helensvale Gold Coast, QLD, Australia 4212",61 430 380 200,hello@surfninktattoo.com.au,,,Ammar,,,,,,,,,,
Benny Blak Ink,,"Surfers Paradise QLD, Australia",61 431 199 442,,Website N/A,,,,,,,,,,,,
Little Tokyo Gold Coast,https://www.instagram.com/littletokyo_goldcoast/,"Surfers Paradise QLD, Australia",,,Duplicate,,,,,,,,,,,,
TRIPADU TATTOO Gold Coast,http://instagram.com/tripadutattoo/,"Surfers Paradise QLD, Australia",61 402 896 114,tripadutattoo@gmail.com,,,Ammar,,,,,,,,,,
Flesh Impressions,https://www.fleshimpressions.com/,"2707 Gold Coast Hwy Suite 1 Broadbeach, QLD, Australia 4218",61 467 482 106,fleshimpressions@gmail.com,,,Ammar,,,,,,,,,,
Chapter Tattoo,,"Southport QLD, Australia",,,Website N/A,,,,,,,,,,,,
ZS Boutique Tattoo,https://www.facebook.com/zsboutiquetattoo/,"19-20 3184 Surfers Paradise Boulevard Surfers Paradise, QLD, Australia 4217",61 402 494 306,admin@zsboutiquetattoo.com.au,,,Ammar,,,,,,,,,,
Rich Man's Club,https://www.facebook.com/p/Rich-Mans-Club-100089864588546/,"1134 Gold Coast Highway Gold Coast, QLD, Australia 4221",61 433 534 212,admin@richmansclub.com,,,Ammar,,,,,,,,,,
Storm The Gates Tattoo,https://instagram.com/stormthegatestattoogc?igshid=YmMyMTA2M2Y=,"6/59 Railway street Mudgeeraba, QLD, Australia 4213",61 410 429 860,stormthegatestattoo@hotmail.com,,,Ammar,,,,,,,,,,
Hair Works Barber & Tattoos,https://theboatworks.com.au/trade-listing/hair-works/,"The Boatworks Coomera, QLD, Australia 4290",61 488 349 508,hairworks.boatworks@gmail.com,,,Ammar,,,,,,,,,,
Vision Tattoo Studio,https://www.facebook.com/visiontattoomiami/,"2/2035 Gold Coast Highway Gold Coast, QLD, Australia 4220",61 7 5648 1664,2035visiontattoo@gmail.com,,,Ammar,,,,,,,,,,
Absolute Tattoo Gold Coast,http://www.absolutetattoo.com.au/,"46 Marine Parade Kingscliff, NSW, Australia 2487",61 2 6674 8864,goranloberg@me.com,,,Ammar,,,,,,,,,,
Nine Muses Tattoo Studio,http://www.ninemuses.com.au/,"Shop 3, 20 Philippine Parade, Palm Beach, QLD, 4221",,Hello@ninemuses.com.au,,,Ammar,,,,,,,,,,
Native One Tattoo Studio,http://www.nativeonetattoo.com.au/,"Coolangatta QLD, Australia",61 481 249 956,,Website N/A,,,,,,,,,,,,
Tattoo Removal Australia Course - Laser Tattoo Removal Gold Coast,,"Labrador QLD, Australia",61 1800 003 282,,Email N/A,,,,,,,,,,,,
Arts Elemental,https://www.artselemental.com/,"Gold Coast, QLD, Australia, Queensland",61 404 123 566,moko@artselemental.com,,,Ammar,,,,,,,,,,
Skin Art Ink,,"Oxenford QLD, Australia",61 7 5408 6098,,,,,,,,,,,,,,
Envy Art Cosmetic Tattooing,,"Bundall QLD, Australia",61 423 343 550,,,,,,,,,,,,,,
Tattoos by Carmen,,"Surfers Paradise QLD, Australia",61 421 798 116,,,,,,,,,,,,,,
Made For You Tattoo,http://www.madeforyoutattoo.com/,"Shop 23C / 1 Mudgeeraba Road Worongary, QLD, Australia 4213",,hello@madeforyoutattoo.com,,,Ammar,,,,,,,,,,
Mindsett Tattoo Studio,https://tattoobooker.com/category/mindsett-tattoo-tweed-heads/,"Tweed Heads NSW, Australia",61 424 614 629,hi@tattoobooker.com,,,Ammar,,,,,,,,,,
ARTEMISS tattoo,http://www.instagram.com/artemisstat.too,"Burleigh west QLD, Australia",61 414 042 262,,Website N/A,,,,,,,,,,,,
Morphic Tattoo Collective,https://www.morphictattoo.com/,"2/160 Main Street, Montville QLD 4560 Sunshine Coast Queensland Australia.",61 7 5535 6181,hello@morphictattoo.com,,,Ammar,,,,,,,,,,
Lost Prophecy Tattoo,https://www.lostprophecytattoo.com/,"Level 1,  80 Griffith St, Coolangatta QLD 4225",61 411 719 656,lostprophecy2000@gmail.com,,,Ammar,,,,,,,,,,
Pretty Penny Ink,https://prettypennyink.com.au/,"23 Boundary Street, Currumbin Waters Queensland 4223, Australia",61 487 773 827,Hello@prettypennyink.com.au,,,Ammar,,,,,,,,,,
Stone Circle Intentional Tattoo Studio,https://www.facebook.com/stonecircletattoo/?locale=hi_IN,"Melbourne, VIC, Australia",,connect@stonecircletattoo.com,,,Ammar,,,,,,,,,,
Jezabelles Tattoo Lounge & Beauty Bar,https://www.facebook.com/jezabellestattoo/,"Varsity Lakes QLD, Australia",,,,,,,,,,,,,,,
Tat2it,https://tat2it.com.au/,"Shop 106/137 Laver Drive, Robina QLD 4226",61 7 5578 7895,,,,,,,,,,,,,,
Jungle Ink Tattoo,https://jungleinktattoo.com/,"Shops 1 & 3, 117 Long Road Tamborine Mountain Gold Coast Hinterland, QLD Australia",61 481 881 888,jungleinktattoo@gmail.com,,,Ammar,,,,,,,,,,
Cosmetic Tattoo NeoTempo Aesthetics,http://www.neotempo-aesthetics.com/,"12 Beacon Lane, Hope Island QLD, Australia",61 450 723 363,anne@neotempo.com.au,,,Ammar,,,,,,,,,,
Henna Oasis,http://www.hennaoasis.com.au/,,61 412 245 749,,Website Error,,,,,,,,,,,,
Harley Crane Tattoos,http://harleycrane.com/,"Nerang Street, Southport Queensland 4215, Australia",,harleycranetattoos@gmail.com,,,Ammar,,,,,,,,,,
Studio Mink,http://www.studiominkco.com.au/,"Shop 3/ 133 Long rd, Tamborine Mountain 4272",,oliviamillsink.mink@gmail.com,,,Ammar,,,,,,,,,,
Pretty N Ink Cosmetic Tattoo,http://prettyninkcosmetictattoo.com/,"Carrara QLD, Australia",61 414 726 835,,indusrtry change,,,,,,,,,,,,
Restore Cosmetic & Medical Tattooing,http://www.restoretattooing.com.au/,"Shop 9/27 Park Ave, Burleigh Heads, 4220, QLD",61 434 972 534,info@restoretattooing.com.au,,,Ammar,,,,,,,,,,
Get L’ink’D by Coops,,,61 459 620 086,,,,,,,,,,,,,,
Bobs Pleasure And Pain Tattoos,https://www.facebook.com/p/Bobs-Pleasure-Pain-100068588124179/,"varsity Lakes Varsity Lakes, QLD, Australia 4227",61 7 5520 0082,bobstattoos13@gmail.com,,,Ammar,,,,,,,,,,
Amy Price,http://browsbydesign.com.au/,"Miami QLD, Australia",61 416 587 387,,indusrtry change,,,,,,,,,,,,
SkinKandy Pacific Fair,https://skinkandy.com/pages/location-details-pacific-fair,"Broadbeach QLD, Australia",61 7 5561 0026,,indusrtry change,,,,,,,,,,,,
Cosmetic Tattooing by Helen,https://www.cosmetictattooingbyhelen.com/?fbclid=IwAR3RXWx5flzERlqP5bO5y8f0xowBtXcPQe85HsiyEYt9iVprdWZtS7ERTJA_aem_AU5gOfrY_ugD1Xi2k8I4_m7sjSlaLsXUX3xp99t6kvAqlTkcslUrWgDwq5TOm13RV9Ivksim4XyLqTYslbbq9sVa,"Q SUPER CENTRE, Mermaid Waters QLD, Australia",61 478 779 998,info@pmhelen.com,,,Ammar,,,,,,,,,,
endlessink,,,61 418 585 871,,,,,,,,,,,,,,
Infinity Cosmetic Tattoo & Removal,https://infinitycosmetictattoo.com.au/,"1/ 19 Railway St, Mudgeeraba Gold Coast, QLD, Australia 4213",61 459 700 799,infinitycosmetictattoo@gmail.com,,,Ammar,,,,,,,,,,
The Divine Koru Tattoo Studio,https://instagram.com/the_divine_koru?igshid=MTIzZWMxMTBkOA==,"Shop 10, 9-13 Main Western Road Tamborine Mountain, QLD, Australia 4272",61 484 729 470,thedivinekoru@gmail.com,,,Ammar,,,,,,,,,,
Titsfortatt,,"Palm Beach QLD, Australia",,,,,,,,,,,,,,,
Innocent Ink,,"Tweed Heads South NSW, Australia",61 7 5523 0055,,,,,,,,,,,,,,
Custom Irons Tattoo Supplies,http://www.customirons.net/,"Surfers Paradise QLD, Australia",61 430 380 200,,indusrtry change,,,,,,,,,,,,
Amy L'Uren Cosmetic Tattooist,,"Mermaid Beach QLD, Australia",61 424 377 865,,,,,,,,,,,,,,
Cosmetic Tattoo Lab - Permanent Make-up & Beauty Salon,https://www.facebook.com/cosmetictattoolab/,"Bundall QLD, Australia",61 420 420 277,Info@cosmetictattoolab.com.au,,,Ammar,,,,,,,,,,
Unique Blendz Cosmetic Tattoo,https://uniqueblendz.com.au/,"10/492 Christine Avenue, Robina Gold Coast, QLD, Australia 4226",61 401 768 190,hello@uniqueblendz.com.au,,,Ammar,,,,,,,,,,
Embellish You Gold Coast Cosmetic Tattoo By Appointment ONLY,https://www.facebook.com/embellishyou.com.au/,"Unit 4 Mariner’s Cove, 60-70 Seaworld Drive Main Beach, QLD, Australia 4217",61 490 083 254,embellishtattoo1@gmail.com,,,Ammar,,,,,,,,,,
Beauty On Michigan,,"Oxenford QLD, Australia",61 7 5561 7944,,,,,,,,,,,,,,
Wildewood Tattoo Studio,https://www.wildewoodstudio.com.au/,"2, 40 Christie Street Canungra, QLD, Australia 4275",61 402 391 518,wildewoodtattoostudio@gmail.com,,,Ammar,,,,,,,,,,
World Ink Supply,,,,,,,,,,,,,,,,,
Tattoos by April,,"Surfers Paradise QLD, Australia",61 450 388 969,,,,,,,,,,,,,,
The Hallows,,"Burleigh Waters QLD, Australia",,,,,,,,,,,,,,,
Dark Light Tattoo,,"Palm Beach QLD, Australia",61 7 5525 6317,,,,,,,,,,,,,,
Danielle Cosmetic Tattoo Pty Ltd AKA Danielle Scott Cosmetic Tattoo,http://daniellecosmetictattoo.com.au/,"Coolangatta QLD, Australia",61 406 326 643,,indusrtry change,,,,,,,,,,,,
The 9 Brows& Beauty,http://www.facebook.com/the9australia,"63-73 meron street Southport, QLD, Australia 4215",61 448 019 555,the9au@gmail.com,,,Ammar,,,,,,,,,,
Holdfast Tattoo Supplies,http://www.holdfasttattoosupplies.com.au/,"PO Box 969, Helensvale, Qld 4212",61 1300 146 533,sales@holdfasttattoosupplies.com.au,,,Ammar,,,,,,,,,,
Beauty Day By Dom,http://www.beautydaybydom.com/,"Surfers Paradise QLD, Australia",61 420 746 298,,Email N/A,,,,,,,,,,,,
Speedy Needle Tattoo Supply,https://www.speedyneedletattoosupply.com/,"Studio 10, 9 Nesbit St Southport, QLD Australia",,speedyneedletattoosupply@gmail.com,,,Ammar,,,,,,,,,,
BOSS AESTHETICS - Southport,https://www.bossaesthetics.com.au/,"Southport QLD, Australia",61 416 276 344,bossaesthetics3@gmail.com,,,Ammar,,,,,,,,,,
Art Tattoo Studio Davydov SMP,https://www.facebook.com/p/Art-Tattoo-Studio-Davydov-SMP-100062329465425/,"SOUTHPORT Gold Coast, QLD, Australia 4215",61 403 887 757,studiodavydov@hotmail.com,,,Ammar,,,,,,,,,,
Blue Lady Tattoo,https://www.blueladymelbourne.com/,"Apartment 1, Level 1, 67 Hardware Lane, Melbourne 3000",61 3 9972 3371,blueladytattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Carrot Tattoo Studio,https://www.instagram.com/carrottattoostudio/,"63 Elizabeth st, Melbourne, Victoria, Australia 3000",61 403 575 611,carrottattoostudio@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Fine Line Tattoos,http://www.finelinetattoos.com.au/,"23 BERKELEY ST, CARLTON, VICTORIA",61 498 019 041,finelinetattoos@outlook.com,,,Shahwaiz Farooq,,,,,,,,,,
VC INK TATTOO STUDIO,http://www.vcink.com.au/bookonline,"Shop 1 399 Elizabeth Street, Melbourne, VIC, 3000",61 482 888 080,vcink.gallery@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Hidden Moon Tattoo,https://hiddenmoontattoo.com.au/,"Level 3, 6/458 Swanston Street, Carlton, VIC 3053 Australia",61 3 9600 0440,hiddenmoontattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Melbourne Tattoo Company,http://www.melbournetattoocompany.com/,"2/2 Somerset Place, Melbourne Australia 3000",61 3 9602 2555,melbournetattoocompany@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Good Marks Tattoo,https://goodmarkstattoo.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"4 Dudley Street, West Melbourne VIC 3003",61 3 9972 8826,info@goodmarkstattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Addikted to Ink,http://www.addiktedtoinktattoo.com/,"111 Sydney Rd, Coburg VIC 3058, Australia",61 3 9386 4496,info@addiktedtoinktattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Vic Market Tattoo,https://vicmarkettattoo.com/?utm_source=google&utm_medium=local&utm_campaign=gmb_location,"324 Victoria Street, North Melbourne, VIC, Australia, Victoria",61 3 9326 5530,vicmarkettattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Melbourne City Tattoo,http://www.melbournecitytattoo.com/,"289 Flinders Lane Suites 1 & 2 Level 2, Melbourne VIC 3000",61 3 9639 4203,info@melbournecitytattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Mans Ruin Tattoo Melbourne,http://www.mansruin.tattoo/,"27 CARLISLE STREET, ST KILDA, VIC, 3182, AUSTRALIA",61 414 056 784,info@mansruin.tattoo,,,Shahwaiz Farooq,,,,,,,,,,
Victims Of Ink Tattoo Studio,https://victimsofink.com.au/,515 Chapel Street South Yarra,61 3 9002 0495,chapel@victimsofink.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Heretic Tattoo Studio,http://www.heretictattoo.com.au/,"Level 1  175 Brunswick St,  Fitzroy",61 3 9973 6627,hereticmelbourne@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Js Tattoo Melbourne,http://www.jstattoomelbourne.com.au/,140 Peel Street North Melbourne VIC,61 404 888 857,info@jstattoomelbourne.com.au,,,Shahwaiz Farooq,,,,,,,,,,
More Than Tattoo,http://www.morethantattoo.com/,"65 Gordon St, Footscray VIC 3011, Australia​",61 434 126 701,info@morethantattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Hot Copper Studio,https://www.hotcopperstudio.com/,142 High Street Preston Naarm/Melbourne Australia,61 434 670 200,hotcopperstudio@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Inkache Tattoo ,https://inkachetattoo.com.au/,"647 Glenferrie Rd, Hawthorn VIC 3122, Australia",61 414 479 919,inkachetattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
T.ink fine line tattoo studio,https://tinkdocklands.square.site/,"10 Waterview Walk Docklands, Victoria 3008",61 493 493 848,t.ink.docklands@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
The Scarlet Temple,http://www.thescarlettemple.com/,"56 Howard St North Melbourne, 3051 VIC, Australia",61 3 9923 7863, thescarlettemple@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Crucible Tattoo Co,http://www.crucibletattooco.com.au/,"333 Racecourse Rd, Kensington, VIC 3031, Australia",61 3 9376 1585,crucibletattoo@outlook.com,,,Shahwaiz Farooq,,,,,,,,,,
Chapel Tattoo,http://www.chapeltattoo.com/,"155 Chapel Street, Windsor, VIC 3181",61 437 250 560,info@chapeltattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
The Dark Essence Tattoo Gallery,http://www.thedarkessence.com/,"300 Victoria Street Richmond, 3121 VIC Australia",61 3 9428 3309,info@thedarkessence.com,,,Shahwaiz Farooq,,,,,,,,,,
Dynamic Tattoo,http://www.dynamictattoo.com/,"71 Swan Street Richmond, Victoria 3121, Australia",61 3 9428 0444,info@dynamictattoo.com,,,Shahwaiz Farooq,,,,,,,,,,
Tattoohers,http://www.tattoohers.com/,"Middle suite, Level 4, 171 Victoria Parade, Fitzroy Melbourne",61 451 101 743,tattoohers@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
Green Lotus Tattoo,http://greenlotustattoo.com.au/,300 - 302 Sydney Rd Brunswick Victoria 3056,61 3 9388 2855,info@greenlotustattoo.com.au,,,Shahwaiz Farooq,,,,,,,,,,
Soul Inn House Tattoo,https://www.soulinnhousetattoo.com/,"738 Mt. Alexander Rd, Moonee Ponds, VIC 3039",61 458 808 064,soulinnhouse@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
True Addiction Tattoo & Body Piercing,http://trueaddictiontattoos.com/," 136 Johnston Street, Fitzroy, VIC, 3065",61 3 9078 0891,info@trueaddictiontattoos.com,,,Shahwaiz Farooq,,,,,,,,,,
HISH Tattoo,https://www.hishtattoo.com/,"139 Bourke St, Melbourne, Victoria, Australia 3000",61 413 611 815,hishtattoo@gmail.com,,,Shahwaiz Farooq,,,,,,,,,,
