Business Name,Address,City,State,Zip,License Number,Phone Number,Contractor Type,Website,Email,Sourse Link,Worker
CABRAL TILE,1250 SOUTH BAYWOOD AVENUE,SAN JOSE,CA,95128,500724,(408) 781-3606,Tile,,,,Zohaib Tariq
CABRERA PAINTING INC,1262 SHORTRIDGE AVE,SAN JOSE,CA,95116,468482,(408) 998-4789,Painting,,,,Ashan
CABRILLO CONSTRUCTION,3051 VESUVIUS LANE,SAN JOSE,CA,95132,1091499,(408) 829-8251,General,,,,Ashan
CACCIA JAMES PLUMBING INC,917 N AMPHLETT BLVD,SAN MATEO,CA,94401,379364,(650) 342-5363,Electrical,,,,Ashan
CACCIA JAMES PLUMBING INC,917 N AMPHLETT BLVD,SAN MATEO,CA,94401,379364,(650) 342-5363,Traffic Control,,,,Rehan
CACCIA JAMES PLUMBING INC,917 N AMPHLETT BLVD,SAN MATEO,CA,94401,379364,(650) 342-5363,Plumbing,,,,Rehan
CACITTI LEO J GENERAL ENGINEERING CONSTRUCTION,1394 CERRO VERDE,SAN JOSE,CA,95120,347177,(408) 268-0108,General,,,,Ashan
CADA CONSTRUCTION,597 OLDBROOK CT,SAN JOSE,CA,95111,1065027,(669) 203-4667,General,,,,Ashan
CAI MIKE,575 MAJESTIC PALM AVE,FREMONT,CA,94539,1078403,(510) 565-2861,General,https://go.sccaor.com/realtordirectory/Details/mike-cai-2194894,membership@sccaor.com,https://go.sccaor.com/realtordirectory/Details/mike-cai-2194894,Ashan
CAL - NOR BAY PAINTING,P O BOX 279,SAN MATEO,CA,94401,1120869,(650) 303-2763,Painting,,,,Ashan
CAL - PAC ROOFING OF SAN MATEO,1122 E 5TH AVE,SAN MATEO,CA,94402,735061,(650) 286-0450,Roofing,https://www.cal-pacroofing.com/,calpacroofing@sbcglobal.net,https://www.cal-pacroofing.com/,Ashan
CAL - PAC ROOFING OF SAN MATEO,1122 E 5TH AVE,SAN MATEO,CA,94402,735061,(650) 286-0450,Solar,,,,Rehan
CAL - SAFETY INC,P O BOX 1901,FREMONT,CA,94538,618501,(510) 656-5544,Traffic Control,https://calsafetyinc.com/, jim@calsafetyinc.com,https://calsafetyinc.com/,Ashan
CAL - VET CONSTRUCTION SERVICES,4850 BANNOCK CIR,SAN JOSE,CA,95130,894938,(408) 568-9362,Fencing,,,,Ashan
CAL - VET CONSTRUCTION SERVICES,4850 BANNOCK CIR,SAN JOSE,CA,95130,894938,(408) 568-9362,General,,,,Rehan
CAL - VET CONSTRUCTION SERVICES,4850 BANNOCK CIR,SAN JOSE,CA,95130,894938,(408) 568-9362,Traffic Control,,,,Rehan
CAL - WIRE ELECTRIC INC,5744 PONTIAC DR,SAN JOSE,CA,95123,869201,(408) 209-2087,Electrical,,,,Ashan
CAL BAY MECHANICAL INC,3352 FARTHING WAY,SAN JOSE,CA,95132,1044355,(408) 512-4166,HVAC,http://www.calbaymechanical.com/,admin@calbaymechanical.com,http://www.calbaymechanical.com/,Ashan
CAL BEAR BUILDERS INC,253 N 6TH ST APT #1,SAN JOSE,CA,95112,1058814,(408) 469-5135,General,,,,Ashan
CAL CONSTRUCTION,P O BOX 641151,SAN JOSE,CA,95164,1124466,(408) 334-1061,General,,,,Ashan
CAL GENERAL CONSTRUCTION,2600 SENTER ROAD SPACE 114,SAN JOSE,CA,95111,909375,(408) 464-1979,General,,,,Ashan
CAL PAINTING,3421 KETTERING CT,SAN MATEO,CA,94403,739830,(650) 793-1811,Painting,,,,Ashan
CAL PAINTING INC,532 MCKENDRIE ST,SAN JOSE,CA,95110,892925,(408) 482-1492,Painting,https://www.facebook.com/calpainting,billy@calpainting.com,https://www.facebook.com/calpainting,Ashan
CAL SOLID CHAIN CONSTRUCTION COMPANY,918 CAPE JESSUP DRIVE,SAN JOSE,CA,95133,1073176,(408) 887-6866,General,,,,Ashan
CAL STATE CONSTRUCTION,48981 TONALEA STREET,FREMONT,CA,94539,612007,(408) 216-3075,General,,,,Ashan
CAL VALLEY CONSTRUCTION,1729 BERMUDA WAY,SAN JOSE,CA,95122,936821,(408) 449-3626,General,,,,Ashan
CAL-LING CONSTRUCTION,4794 SALLY DR,SAN JOSE,CA,95124,1031355,(408) 802-8644,General,,,,Ashan
CAL-WEST LIGHTING AND SIGNAL MAINTENANCE INC,P O BOX 612035,SAN JOSE,CA,95161,847901,(408) 923-1313,Electrical,,,,Ashan
CAL/WEST ROOFING & WATERPROOFING INC,3939 QUIMBY ROAD,SAN JOSE,CA,95148,915333,(408) 505-2886,Roofing,,,,Ashan
CALAFIA LANDSCAPE CONSTRUCTION LLC,4010 MOORPARK AVE SUITE 117,SAN JOSE,CA,95117,1063664,(408) 248-6000,Landscaping,,,,Ashan
CALAFIA PACIFIC INC,4010 MOORPARK AVE SUITE 117,SAN JOSE,CA,95117,1110233,(408) 248-6000,General,,,,Rehan
CALAFIA PACIFIC INC,4010 MOORPARK AVE SUITE 117,SAN JOSE,CA,95117,1110233,(408) 248-6000,Concrete,,,,Rehan
CALAFIA PACIFIC INC,4010 MOORPARK AVE SUITE 117,SAN JOSE,CA,95117,1110233,(408) 248-6000,Landscaping,,,,Rehan
CALBAY REMODELING AND CONSTRUCTION,1729 LAVONNE AVE,SAN JOSE,CA,95116,1049435,(510) 575-1356,General,https://www.calbayremodeling.com/,cmora@calbayremodeling.com,https://www.calbayremodeling.com/,Ashan
CALCUSTOM REMODELING,4975 HOWES LANE,SAN JOSE,CA,95118,888767,(408) 205-2890,General,,,,Ashan
CALEB's NEW GROUT & TILE SERVICES LLC,5477 LEAN AVENUE,SAN JOSE,CA,95123,1099830,(650) 690-4083,Tile,,,,Ashan
CALEBS CARPENTRY,660 GIRAUDO DR,SAN JOSE,CA,95111,1101125,(408) 476-9744,General,,,,Ashan
CALEDONIAN MASONRY INC,80 WEST 41ST AVENUE,SAN MATEO,CA,94403,933597,(650) 570-4682,General,,,,Ashan
CALI - FRAMERS INC,2023 POLLEN CT,SAN JOSE,CA,95131,1109073,(408) 771-2381,Rough Carpentry,,,,Ashan
CALI - NITE - LITES,3045 LOS PRADOS STREET #109,SAN MATEO,CA,94403,913844,(650) 537-9298,Landscaping,,,,Ashan
CALI FRANK S CONSTRUCTION INC,1709 MULBERRY LANE,SAN JOSE,CA,95125,485636,(408) 499-9506,General,,,,Ashan
CALI PRO LANDSCAPES,91 SOUTHSEA CT,SAN JOSE,CA,95138,1115512,(408) 398-1024,Landscaping,,,,Ashan
CALI SCAPES INC,5364 CHERIS COURT,SAN JOSE,CA,95123,1030058,(408) 771-2496,Landscaping,,,,Ashan
CALIBER CONCRETE,1054 MASTIC ST #A,SAN JOSE,CA,95110,1050987,(408) 687-2566,Concrete,https://caliberconcretes.com/contact-us,caliberincconcrete@gmail.com,https://caliberconcretes.com/contact-us,Ashan
CALIBUILDER,1660 S AMPHLETT BLVD STE 103,SAN MATEO,CA,94402,999089,(408) 832-2337,General,,,,Ashan
CALIFORNIA BATHROOM & KITCHEN REMODELERS INC,783 REGENT PARK DRIVE,SAN JOSE,CA,95123,698718,(408) 360-9700,General,https://www.cabr.net/,calbaths@gmail.com,https://www.cabr.net/,Ashan
CALIFORNIA BUILD INC,2100 SOUTHWEST EXPY APT 102,SAN JOSE,CA,95126,1104383,(669) 577-4077,General,,,,Ashan
CALIFORNIA CAISSONS & SHORING INC,PO BOX 612495,SAN JOSE,CA,95161,821734,(408) 997-9100,General,https://www.calcaissons.com/,Estimating@calcaissons.com,https://www.calcaissons.com/,Ashan
CALIFORNIA CONSTRUCTION BAY AREA INC,1900 CAMDEN AVE #101,SAN JOSE,CA,95124,1037738,(800) 216-0032,General,https://caconstructionbayarea.com/,cccbayarea@yahoo.com,https://caconstructionbayarea.com/,Ashan
CALIFORNIA CONSTRUCTION CENTER INC,99 SOUTH ALMADEN BOULEVARD,SAN JOSE,CA,95113,891847,(800) 519-6531,General,https://www.caconstructioncenter.com/,caconstructionctr@yahoo.com,https://www.caconstructioncenter.com/,Ashan
CALIFORNIA CONSTRUCTION CO,P O BOX 583,SAN MATEO,CA,94401,378250,(650) 570-5686,General,,,,Ashan
CALIFORNIA CREATIVE CONSTRUCTION CO,396 NORTH 7TH ST,SAN JOSE,CA,95112,1014386,(408) 802-8145,General,,,,Ashan
CALIFORNIA DRYWALL CO,2290 S 10TH ST,SAN JOSE,CA,95112,148320,(408) 292-7500,General,https://www.caldrywall.com/,info@caldrywall.com,https://www.caldrywall.com/,Ashan
CALIFORNIA DRYWALL CO,2290 S 10TH ST,SAN JOSE,CA,95112,148320,(408) 292-7500,Painting,,,,Rehan
CALIFORNIA ENERGY EXPERTS,3141 STEVENS CREEK BLVD,SAN JOSE,CA,95117,402494,(707) 477-3862,Electrical,https://electricalexpert.solutions/contact-me/,ElectricalExpert@JosephPerryPE.com,https://electricalexpert.solutions/contact-me/,Ashan
CALIFORNIA ENERGY EXPERTS,3141 STEVENS CREEK BLVD,SAN JOSE,CA,95117,402494,(707) 477-3862,Plumbing,,,,Rehan
CALIFORNIA FENCE,248 VINEYARD DRIVE,SAN JOSE,CA,95119,987552,(408) 440-7676,Fencing,,,,Ashan
CALIFORNIA FLOORING COMPANY,1692 MORNING GLORY LANE,SAN JOSE,CA,95124,820085,(408) 706-4093,Flooring,,,,Ashan
CALIFORNIA FRAMING CONSTRUCTION,956 NORTON ST,SAN MATEO,CA,94401,767160,(650) 483-0326,General,,,,Ashan
CALIFORNIA GREEN BUILDER,982 SHOAL DR,SAN MATEO,CA,94404,1060565,(415) 971-6465,General,,,,Ashan
CALIFORNIA GREEN CONSTRUCTION,1150 S BASCOM AVE #17,SAN JOSE,CA,95128,936191,(408) 316-4062,General,,,,Ashan
CALIFORNIA HOME BUILDERS & DESIGN INC,1775 JUNCTION AVENUE,SAN JOSE,CA,95112,882158,(408) 392-8200,General,,,,Ashan
CALIFORNIA HOME REPAIRS & SERVICES INC,2030 SENTER ROAD,SAN JOSE,CA,95112,989847,(408) 316-9779,General,,,,Ashan
CALIFORNIA NATIVE GARDEN FOUNDATION,76 RACE ST,SAN JOSE,CA,95126,1073516,(408) 666-1518,Landscaping,,,,Ashan
CALIFORNIA NATIVESCAPES LLC,P O BOX 5760,SAN JOSE,CA,95150,944670,(408) 243-5663,Landscaping,https://www.calnativescapes.com/contact.html,info@calnativescapes.com,https://www.calnativescapes.com/contact.html,Ashan
CALIFORNIA PAINTING,3306 MONCUCCO WAY,SAN JOSE,CA,95148,645561,(408) 223-8823,Painting,,,,Ashan
CALIFORNIA PLUMBING DAVID INC,4476 STRAWBERRY PARK DR,SAN JOSE,CA,95129,1038176,(408) 252-1134,Plumbing,,,,Ashan
CALIFORNIA RAINGUARD INCORPORATED,935 N NINTH ST,SAN JOSE,CA,95112,943125,(408) 279-6116,Roofing,,,,Ashan
CALIFORNIA RAY's CONSTRUCTION,5657 WALTRIP LN,SAN JOSE,CA,95118,951269,(408) 761-7693,General,,,,Ashan
CALIFORNIA RETAIL SERVICE,6604 ROCKY CREST DR,SAN JOSE,CA,95120,861708,(408) 348-7015,General,,,,Ashan
CALIFORNIA ROOFING CO INC,1595 S TENTH ST,SAN JOSE,CA,95112,174900,(408) 293-7977,Roofing,,,,Ashan
CALIFORNIA TILE INSTALLERS,1696 ROGERS AVENUE,SAN JOSE,CA,95112,439220,(408) 436-0600,Tile,https://www.caltile.com/contact, info@caltile.com,https://www.caltile.com/contact,Ashan
CALIFORNIA TREE SOLUTIONS,3507 PINE RIDGE WAY,SAN JOSE,CA,95127,984697,(408) 910-5143,Tree,,,,Ashan
CALIFORNIA WATER SERVICE COMPANY,1720 NORTH FIRST STREET,SAN JOSE,CA,95112,781744,(408) 367-8200,General,,,,Ashan
CALIFORNIAIR HEATING AND AIR CONDITIONING INC,627 N 20TH ST,SAN JOSE,CA,95112,1045121,(408) 705-8761,HVAC,https://californiairheatingandac.com/,info@calhvac.com,https://californiairheatingandac.com/,Ashan
CALIOAX TREE SERVICE INC,1748 BAGPIPE WAY,SAN JOSE,CA,95121,1109769,(408) 910-3151,General,,,,Ashan
CALIOAX TREE SERVICE INC,1748 BAGPIPE WAY,SAN JOSE,CA,95121,1109769,(408) 910-3151,Tree,,,,Rehan
CALISTRO's TREE SERVICE,4950 DICKINSON DR,SAN JOSE,CA,95111,1069292,(408) 794-8700,Tree,,,,Ashan
CALNATIVE LANDSCAPING,P O BOX 25539,SAN MATEO,CA,94402,637466,(650) 341-2333,Landscaping,,,,Ashan
CALSTATE CONSTRUCTION INC,4165 BUSINESS CENTER DRIVE,FREMONT,CA,94538,856043,(510) 657-1800,General,http://www.calstateci.com/,Info@Calstateci.com,http://www.calstateci.com/,Ashan
CALSTRUCTIVE LLC,2940 MACINTYRE DR #105,SAN JOSE,CA,95136,1068794,(408) 646-4198,General,,,,Ashan
CALTAGIRONE ANTHONY PAUL,6697 MT HOLLY DR,SAN JOSE,CA,95120,670004,(408) 759-2021,General,,,,Ashan
CALVA CONSTRUCTION,1720 CATHAY DRIVE,SAN JOSE,CA,95122,1061166,(408) 797-6021,General,,,,Ashan
CALVAC INC,2645 PACER LANE,SAN JOSE,CA,95111,706145,(408) 225-7700,Landscaping,https://www.calvacpaving.com/,sales@calvacpaving.com,https://www.calvacpaving.com/,Ashan
CALVIN CONSTRUCTION INC,1242 ADAMS DRIVE,SAN JOSE,CA,95132,1019737,(408) 582-4988,General,,,,Ashan
CALVIN CONSTRUCTION INC,1242 ADAMS DRIVE,SAN JOSE,CA,95132,1019737,(408) 582-4988,Electrical,,,,Rehan
CALWESTERN PROPERTY MANAGEMENT PAINTING DEPT,1270 S WINCHESTER BLVD 127,SAN JOSE,CA,95128,735840,(408) 554-1818,General,https://www.calwestern.com/,info@calwestern.com,https://www.calwestern.com/,Ashan
CALWESTERN PROPERTY MANAGEMENT PAINTING DEPT,1270 S WINCHESTER BLVD 127,SAN JOSE,CA,95128,735840,(408) 554-1818,Painting,,,,Rehan
CAMARILLO FLOORS,1208 PIEDMONT ROAD,SAN JOSE,CA,95132,858826,(408) 757-5672,Flooring,,,,Ashan
CAMBRIAN CONSTRUCTION INC,5079 SUTCLIFF AVE,SAN JOSE,CA,95118,1042955,(408) 472-4462,General,,,,Ashan
CAMBRIAN FLOORS AND CONSTRUCTION,1337 CHARMWOOD S Q,SAN JOSE,CA,95117,569725,(408) 768-3355,General,,,,Ashan
CAMBRIAN FLOORS AND CONSTRUCTION,1337 CHARMWOOD S Q,SAN JOSE,CA,95117,569725,(408) 768-3355,Flooring,,,,Rehan
CAMEX ELECTRIC & BUILDERS,200 WATERS PARK CIR #202,SAN MATEO,CA,94403,934247,(650) 207-7340,General,,,,Ashan
CAMEX ELECTRIC & BUILDERS,200 WATERS PARK CIR #202,SAN MATEO,CA,94403,934247,(650) 207-7340,Electrical,,,,Rehan
CAMILA CONSTRUCTION DEMOLITION,19 PALA AVE,SAN JOSE,CA,95127,1095335,(408) 605-3571,Demolition,,,,Ashan
CAMPBELL BAY ELECTRIC INC,354 N 15TH ST,SAN JOSE,CA,95112,1095624,(408) 910-6195,Electrical,https://campbellbayelectric.com/?page_id=209,info@campbellbayelectric.com,https://campbellbayelectric.com/?page_id=209,Ashan
CAMPBELL HARDWOOD FLOORS,1462 HERVEY LANE,SAN JOSE,CA,95125,962559,(408) 230-6403,Flooring,,,,Ashan
CAMPBELL HARDWOOD FLOORS,1462 HERVEY LANE,SAN JOSE,CA,95125,962559,(408) 230-6403,Clean Up,,,,Rehan
CAMPBELL KEN,40725 BLACOW ROAD,FREMONT,CA,94538,630983,(510) 714-3227,General,,,,Ashan
CAMPBELL MICHAEL DONLON,908 HAMPSWOOD WAY,SAN JOSE,CA,95120,549422,(408) 314-1468,Landscaping,,,,Ashan
CAMPBELL QUALITY CONSTRUCTION,498 CHINABERRY CT,SAN JOSE,CA,95129,814415,(408) 379-5292,General,https://campbellqualityconstruction.com/,cqcbuilding@yahoo.com,https://campbellqualityconstruction.com/,Ashan
CAMPISI CONSTRUCTION INC,1785 SANTA BARBARA DR,SAN JOSE,CA,95125,622987,(408) 391-9418,General,https://campisiconstruction.com/,CampisiJim@gmail.com,https://campisiconstruction.com/,Ashan
CAMPOS CONSTRUCTION,38242 LOGAN DR,FREMONT,CA,94536,1040525,(510) 565-5728,General,,,,Ashan
CAMPOS ELECTRIC,5497 CRIMSON CIRCLE,FREMONT,CA,94538,429355,(510) 378-7344,Electrical,,,,Ashan
CAMPOS PAINTING,430 GRAND BOULEVARD - 8,SAN MATEO,CA,94401,1088684,(415) 756-5619,Painting,,,,Ashan
CANAAN BUILDERS INC,1839 TAMPA WAY,SAN JOSE,CA,95122,994043,(408) 375-4288,General,https://canaanbuildersinc.com/,CanaanBuilders@yahoo.com,https://canaanbuildersinc.com/,Ashan
CANO's PAINTING,245 S 19TH STREET,SAN JOSE,CA,95116,1020944,(831) 320-9909,General,,,,Ashan
CANO's PAINTING,245 S 19TH STREET,SAN JOSE,CA,95116,1020944,(831) 320-9909,Painting,,,,Rehan
CAP PAINTING,832 JEFFERSON COURT,SAN MATEO,CA,94401,1057636,(650) 642-7278,Painting,,,,Ashan
CAPELLA HEATING AND AIR CONDITIONING,P O BOX 21406,SAN JOSE,CA,95151,605547,(408) 387-3496,HVAC,,,,Ashan
CAPITOL PLUMBING & HYDRO - JETTING SERVICE,2822 BUNKER CT,SAN JOSE,CA,95121,1052783,(408) 609-1126,Plumbing,,,,Ashan
CAPS ELECTRIC INC,3277 S WHITE RD STE 230,SAN JOSE,CA,95148,1068905,(408) 497-0000,Electrical,,,,Ashan
CAPTAIN ROOFING,PO BOX 56441,SAN JOSE,CA,95156,1071078,(669) 260-6520,Roofing,,,,Ashan
CAPTIVE FUEL,"860 S FIRST STREET, SUITE D",SAN JOSE,CA,95110,944332,(650) 450-3751,Electrical,https://captivefuel.net/,info@captivefuel.com,https://captivefuel.net/,Ashan
CAPUNI CONSTRUCTION,2676 BROOKHOLLOW DR,SAN JOSE,CA,95132,1122136,(408) 386-0666,General,https://www.capuniconstruction.com/service-page/home-addition-consultation,capuniconstruction@gmail.com,https://www.capuniconstruction.com/service-page/home-addition-consultation,Ashan
CARDINAL PLUMBING SOLUTION,4202 HOUNDSBROOK WAY,SAN JOSE,CA,95111,1004804,(408) 646-4211,Plumbing,,,,Ashan
CARINGELLO ELECTRIC INC,795 SOUTH CLOVER AVE,SAN JOSE,CA,95128,184942,(408) 243-0916,Electrical,,,,Ashan
CARL P COOKSON GENERAL BUILDING CONTRACTOR INC,945 WEST TAYLOR STREET,SAN JOSE,CA,95126,974032,(408) 706-6575,General,,,,Ashan
CARLISLE JOHN CABINETMAKER,P O BOX 330,SAN MATEO,CA,94401,756856,(650) 302-1580,Finish Carpentry,,,,Ashan
CARLOS & BROTHERS,3845 JAMES AVENUE,FREMONT,CA,94538,954523,(510) 461-5042,General,,,,Ashan
CARLOS & SON COOLING AND HEATING,2212 ANGIE AVE,SAN JOSE,CA,95116,1111795,(408) 592-8819,HVAC,,,,Ashan
CARLOS HARDWOOD FLOORS,2004 LYONS DRIVE,SAN JOSE,CA,95116,930557,(408) 836-3252,Flooring,,,,Ashan
CARLOS TREE SERVICE,3102 MCLAUGHLIN AVE,SAN JOSE,CA,95121,920723,(408) 314-7906,Tree,,,,Ashan
CARPENTER CONSTRUCTION,4810 ASHMONT DRIVE,SAN JOSE,CA,95111,834391,(408) 687-7679,Fencing,,,,Ashan
CARPENTER CONSTRUCTION,4810 ASHMONT DRIVE,SAN JOSE,CA,95111,834391,(408) 687-7679,General,,,,Rehan
CARPET AVENUE & FLOORS,971 STOCKTON AVE,SAN JOSE,CA,95110,727502,(408) 839-3207,General,,,,Ashan
CARPET AVENUE & FLOORS,971 STOCKTON AVE,SAN JOSE,CA,95110,727502,(408) 839-3207,Flooring,,,,Rehan
CARPET GUY INC THE,1075 KITCHENER CIRCLE,SAN JOSE,CA,95121,1034184,(408) 828-2520,Flooring,,,,Ashan
CARRILLO LANDSCAPE,5706 CAHALAN AVE,SAN JOSE,CA,95153,929269,(408) 393-3970,Landscaping,,,,Ashan
CARSTENS CONSTRUCTION CO,1206-A WEST HILLSDALE BL,SAN MATEO,CA,94403,305427,(650) 349-0431,General,,,,Ashan
CARTWRIGHT PAINTERS LLC,998 RAMONA CT,SAN JOSE,CA,95125,1074990,(408) 831-2449,Painting,,,,Ashan
CARUSA CONSTRUCTION COMPANY,1705 ARBOR DRIVE,SAN JOSE,CA,95125,903785,(510) 676-4959,General,,,,Ashan
CARVEIRO C CARPETS,5328 ELROSE AVE,SAN JOSE,CA,95124,1015594,(408) 314-6789,Flooring,https://nextdoor.com/pages/c-carveiro-carpets-san-jose-ca/,carveirocarpets@yahoo.com,https://nextdoor.com/pages/c-carveiro-carpets-san-jose-ca/,Ashan
CASA BELLA CONSTRUCTION,3440 CHAPALA DR,SAN JOSE,CA,95148,1040960,(408) 515-8907,General,,,,Ashan
CASCADE REFRIGERATION SERVICE & REPAIR LLC,1265 NORTH CAPITOL AVE 220,SAN JOSE,CA,95132,930699,(408) 887-3058,HVAC,https://www.cascaderefrigeration.com/,cascaderefrigeration@hotmail.com,https://www.cascaderefrigeration.com/,Ashan
CASETTA CONSTRUCTION,3525 CURTISS ST,SAN MATEO,CA,94403,674288,(650) 703-5566,General,,,,Ashan
CASEY HARRELL R CONSTRUCTION CO,1203 S HUMMINGBIRD LANE,SAN MATEO,CA,94402,937029,(650) 759-2842,General,,,,Ashan
CASIAS LUCAS KRISTEN,5805 A-158,SAN JOSE,CA,95123,1071475,(408) 665-9538,Electrical,,,,Ashan
CASPIAN PLUS,2928 WYCLIFFE COURT,SAN JOSE,CA,95148,1048821,(408) 709-6580,General,,,,Ashan
CASPIAN PLUS,2928 WYCLIFFE COURT,SAN JOSE,CA,95148,1048821,(408) 709-6580,Electrical,,,,Rehan
CASTANEDA CONSTRUCTION,1881 MACDUEE CT,SAN JOSE,CA,95121,1022817,(408) 858-9970,General,,,,Ashan
CASTEEL PLUMBING,3057 HIGH MEADOW LN,SAN JOSE,CA,95735,989925,(408) 218-6016,Plumbing,,,,Ashan
CASTELLANOS CESAR,3709 WARNER DR,SAN JOSE,CA,95127,1084735,(408) 600-4051,General,,,,Ashan
CASTELLANOS CONSTRUCTION INC,1533 SECOND AVENUE,SAN MATEO,CA,94401,899848,(650) 245-6032,General,,,,Ashan
CASTELLO JOHN,2580 SENTER ROAD SPACE 512,SAN JOSE,CA,95111,871150,(408) 770-6801,Landscaping,,,,Ashan
CASTILLO CONSTRUCTION & REMODELING COMPANY,#330 EMERICK AVENUE,SAN JOSE,CA,95127,632209,(408) 655-3289,General,https://castilloconstructionsj.com/contact-us,josecastillo1964@hotmail.com,https://castilloconstructionsj.com/contact-us,Ashan
CASTILLO MGT SLAB AND TILE,1850 S CAPITOL LAVE,SAN JOSE,CA,95127,1129766,(408) 506-5722,Tile,,,,Ashan
CASTLE PLUMBING,2012 JUNEWOOD AVE,SAN JOSE,CA,95132,850608,(408) 528-1331,Plumbing,,,,Ashan
CASTLE PUMPING & PLUMBING SERVICES,1718 MOUNT RUSHMORE DR,SAN JOSE,CA,95127,1017704,(408) 417-3091,Plumbing,https://www.castleplumbingandrooter.com/,javiercastleplumbing@gmail.com,https://www.castleplumbingandrooter.com/,Ashan
CASTLE REMODELING CONSTRUCTION,3245 MISSION VIEW DRIVE,FREMONT,CA,94538,902864,(925) 765-5072,General,,,,Ashan
CASTREJON RAMON ALVAREZ,36336 SAN PEDRO DRIVE,FREMONT,CA,94536,1078459,(650) 642-7487,Landscaping,,,,Ashan
CASTRILLO HEATING & AIR CONDITIONING CORP,1617 ALUM ROCK AVE STE C,SAN JOSE,CA,95116,928440,(408) 422-5820,HVAC,,,,Ashan
CASTRO ARMANDO,1039 CORVETTE DRIVE,SAN JOSE,CA,95129,900008,(408) 394-6649,General,,,,Sharoon
CASTRO PLUMBING SERVICES INC,P O BOX 5216,SAN JOSE,CA,95150,696426,(408) 295-7126,Plumbing,,,,Sharoon
CASTRO TILE,1591 SAN GABRIEL WAY,SAN JOSE,CA,95125,764486,(408) 314-5836,Tile,,,,Sharoon
CAT's ELECTRIC,5442 MAKATI CIRCLE,SAN JOSE,CA,95123,1090846,(408) 688-4355,Electrical,,,,Sharoon
CAUSOR CONSTRUCTION,3056 VAN SANSUL AVE APT 8,SAN JOSE,CA,95128,1115917,(408) 439-3860,General,https://www.caussorconstruction.com/,ricardo@causorconstruction.com,https://www.caussorconstruction.com/,Sharoon
CAWC WATERPROOFING & RESTORATION,1177 7TH AVENUE,SAN MATEO,CA,94402,255484,(650) 347-1404,General,https://www.cawcwaterproofing.com/,sharon@cawCwaterproofing.com,https://www.cawcwaterproofing.com/,Sharoon
CAWC WATERPROOFING & RESTORATION,1177 7TH AVENUE,SAN MATEO,CA,94402,255484,(650) 347-1404,Painting,,,,Rehan
CAWC WATERPROOFING & RESTORATION,1177 7TH AVENUE,SAN MATEO,CA,94402,255484,(650) 347-1404,Roofing,,,,Rehan
CAZARES CONSTRUCTION INC,641 MOHICAN DR,SAN JOSE,CA,95123,1094667,(408) 300-8558,General,,,,Sharoon
CC APOLLO ELECTRIC,4902 TONINO DR,SAN JOSE,CA,95136,317626,(408) 264-1323,General,,,,Sharoon
CC APOLLO ELECTRIC,4902 TONINO DR,SAN JOSE,CA,95136,317626,(408) 264-1323,Electrical,,,,Rehan
CC CONSTRUCTION,5432 FARINA LANE,FREMONT,CA,94538,1106683,(209) 665-1167,General,,,,Sharoon
CCM CALIFORNIA CONTRACTORS MANAGEMENT,379 MEADOW LN,SAN JOSE,CA,95127,1042823,(408) 849-7817,General,https://www.facebook.com/CCMRemodeling/,californiacm77@gmail.com,https://www.facebook.com/CCMRemodeling/,Sharoon
CCM CALIFORNIA CONTRACTORS MANAGEMENT,379 MEADOW LN,SAN JOSE,CA,95127,1042823,(408) 849-7817,Tile,,,,Rehan
CDL 88 CONSTRUCTION CORP,1734 DEL PASO AVE,SAN JOSE,CA,95124,1112969,(408) 623-5809,General,,,,Sharoon
CEBALLOS CONCRETE INC,6704 CIELITO WAY,SAN JOSE,CA,95119,1118008,(408) 966-2603,Concrete,https://ceballosconcreteinc.com/,jacob@ceballosconcreteinc.com,https://ceballosconcreteinc.com/,Sharoon
CECCATO LORA S,63 BOVET RD 506,SAN MATEO,CA,94402,835161,(650) 568-9663,Painting,,,,Sharoon
CEEB CONSTRUCTION INC,1665 ISABEL DRIVE,SAN JOSE,CA,95125,783937,(408) 499-1077,General,https://www.ceebconstruction.com/,moekhoshnoud@gmail.com,https://www.facebook.com/CeebConstruction/,Sharoon
CELTIC CONSTRUCTION LLC,1199 CRESCENT DRIVE,SAN JOSE,CA,95125,657916,(408) 973-1224,General,,,,Sharoon
CELTIC ELECTRIC,1021 LEONA CT,SAN JOSE,CA,95125,1045370,(408) 781-7573,Electrical,https://www.facebook.com/CelticElectricCO/,celtic.electrical.contractors@gmail.com,https://www.facebook.com/CelticElectricCO/,Sharoon
CEN - CAL HEATING & AIR CONDITIONING,451 WAINWRIGHT AVE,SAN JOSE,CA,95128,1015921,(408) 896-7241,HVAC,,,,Sharoon
CENOBIO's PAINTING,1052 SHERWOOD AVENUE,SAN JOSE,CA,95126,972843,(650) 669-0379,Painting,,,,Sharoon
CENTERLINE CONSTRUCTION,1021 PEPITONE AV,SAN JOSE,CA,95110,1014196,(408) 772-3642,General,,,,Sharoon
CENTRAL EQUIPMENT SERVICE,345 COMMERCIAL STREET,SAN JOSE,CA,95112,837519,(408) 606-8655,Electrical,https://centralequipmentservice.com/,greg@centralequipmentservice.com,https://centralequipmentservice.com/,Sharoon
CENTRAL PACIFIC CONSTRUCTION,366 HANSON AVE,SAN JOSE,CA,95117,878350,(530) 908-9158,General,,,,Sharoon
